123
939.11.1.1;54;20;22;18;1;114;93;91;68;10;185;30;77;115;19;67;33;33;42;24;364;47;85;171;8;136;24;129;117;22
1939.11.1.;54;20;22;18;1;114;93;91;68;10;185;30;77;115;19;67;33;33;42;24;364;47;85;171;8;136;24;129;117;22
939.11.1.1;54;20;22;18;1;114;93;91;68;10;185;30;77;115;19;67;33;33;42;24;364;47;85;171;8;136;24;129;117;22
39.11.1.1";54;20;22;18;1;114;93;91;68;10;185;30;77;115;19;67;33;33;42;24;364;47;85;171;8;136;24;129;117;22
1939.11.1.;54;20;22;18;1;114;93;91;68;10;185;30;77;115;19;67;33;33;42;24;364;47;85;171;8;136;24;129;117;22
939.11.1.1;54;20;22;18;1;114;93;91;68;10;185;30;77;115;19;67;33;33;42;24;364;47;85;171;8;136;24;129;117;22
1939.11.1.;54;20;22;18;1;114;93;91;68;10;185;30;77;115;19;67;33;33;42;24;364;47;85;171;8;136;24;129;117;22
1939.12.1.;54;20;22;18;1;114;94;91;68;10;185;31;78;115;19;67;33;33;42;25;364;48;85;171;8;136;25;129;117;22
1940.1.1.1;54;20;22;18;1;119;96;91;68;10;185;32;78;115;22;67;33;34;42;25;364;51;85;171;8;140;25;129;117;22
1940.2.1.1;54;21;22;18;1;119;100;91;68;10;185;32;78;115;26;67;33;34;42;26;364;53;85;171;8;140;27;129;117;22
1940.3.1.1;54;21;22;18;1;119;101;91;68;10;185;33;78;115;29;64;33;34;36;28;381;65;97;182;9;143;28;129;124;22
1940.4.1.1;54;21;22;18;1;119;108;92;68;10;185;33;78;115;32;64;33;34;36;28;381;65;97;182;9;143;30;129;124;22
1940.5.1.1;54;21;22;18;1;119;109;94;68;10;185;34;78;115;34;64;33;34;36;28;381;65;97;182;9;143;31;129;124;22;
1940.6.1.1;54;21;22;18;1;119;110;96;68;10;185;35;78;115;35;64;33;34;36;28;400;80;106;184;9;143;31;129;124;22;
1940.7.1.1;54;21;22;18;1;119;112;97;68;10;185;36;78;115;37;64;33;34;36;28;405;83;110;184;9;143;31;129;124;22;
1940.7.1.1;54;21;22;18;1;119;112;97;68;10;185;36;78;115;37;64;33;34;36;28;405;83;110;184;9;143;31;129;124;22;
1940.8.1.1;54;21;22;18;1;119;113;100;68;10;185;37;78;115;40;64;33;34;36;28;421;91;121;195;9;143;31;129;124;22;
1940.8.5.1;54;21;22;18;1;119;114;100;68;10;185;37;78;115;41;64;33;34;36;28;421;91;121;195;9;143;31;129;124;22;
1940.8.12.;54;21;22;18;1;119;114;100;68;10;185;37;78;115;41;64;33;34;36;28;421;91;121;195;9;143;31;129;124;22;
1940.8.19.;54;21;22;18;1;119;114;101;68;10;185;37;78;115;41;64;33;34;36;28;421;91;121;195;9;143;31;129;124;22;
1940.8.26.;54;21;22;18;1;119;114;101;68;10;185;38;78;115;42;64;33;34;36;28;421;91;121;195;9;143;31;129;124;22;
1940.9.2.1;54;21;22;18;1;119;115;102;68;10;185;38;78;115;43;64;33;34;36;28;421;91;121;195;9;143;31;129;124;22;
1940.9.9.1;54;21;22;18;1;119;116;103;68;10;185;38;78;115;44;64;33;34;36;28;421;91;121;195;9;143;31;129;124;22;
1940.9.16.;54;21;22;18;1;119;116;103;68;10;185;38;78;115;48;64;33;34;36;28;428;91;121;197;10;143;31;129;124;22;
1940.9.23.;54;21;22;18;1;119;116;103;68;10;185;38;78;115;48;64;33;34;36;28;428;91;121;197;10;143;31;129;124;22;
1940.9.30.;54;21;22;18;1;119;120;104;68;10;185;39;78;115;49;64;33;34;36;28;428;91;121;197;10;143;31;129;124;22;
1940.10.7.;54;21;22;18;1;119;121;104;68;10;185;39;78;115;50;64;33;34;36;28;428;91;121;197;10;143;31;129;124;22;
1940.10.14;54;21;22;18;1;119;121;104;68;10;185;39;78;115;50;64;33;34;36;28;428;98;121;197;10;143;31;129;124;22;
1940.10.21;54;21;22;18;1;119;127;104;68;10;185;40;78;115;51;64;33;34;36;28;428;98;121;197;10;143;31;129;124;22;
1940.10.28;54;21;22;18;1;119;127;104;68;10;185;41;78;115;53;64;33;34;36;28;428;98;121;197;10;143;31;129;124;22;
1940.11.4.;54;21;22;18;1;119;128;106;68;10;185;41;78;115;53;64;33;34;36;28;428;98;121;197;10;143;31;129;124;22;
1940.12.1.;54;22;22;18;1;119;129;108;68;10;185;41;78;115;53;64;33;34;36;28;428;98;122;197;10;143;31;129;124;22;
1941.1.1.1;54;22;22;18;1;119;131;111;74;10;185;43;78;115;56;64;33;34;36;28;428;102;123;197;10;143;31;129;124;22;
1941.2.1.1;54;22;22;18;1;119;134;113;74;10;185;45;78;115;56;64;33;34;36;28;428;95;120;197;10;143;31;129;124;22;
1941.3.1.1;54;22;22;18;1;119;140;114;74;10;185;47;78;115;58;64;33;34;36;28;428;96;121;197;10;143;31;129;124;22;
1941.4.1.1;54;22;22;18;1;119;144;114;74;10;185;48;78;115;60;64;33;34;36;28;428;97;121;197;10;143;31;129;124;22;
1941.5.1.1;54;22;22;18;1;119;145;117;74;10;185;48;78;115;63;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
1941.6.1.1;54;22;22;18;1;119;146;119;74;10;185;49;78;115;63;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
1941.7.1.1;54;22;22;18;1;119;146;121;74;10;186;49;78;115;65;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
1941.8.1.1;54;22;22;18;1;119;146;122;74;10;187;52;78;115;68;64;33;34;36;28;428;100;122;197;10;143;31;129;124;22;
1941.9.1.1;54;22;22;19;1;119;146;124;74;10;191;53;78;115;70;64;33;34;36;28;428;100;122;197;10;143;31;129;124;22;
1941.10.1.;54;22;22;20;1;119;146;125;74;10;193;55;78;115;72;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
1941.11.1.;54;22;22;20;1;119;146;126;74;10;195;57;78;115;74;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
1941.12.1.;54;22;22;20;1;119;147;127;74;10;196;59;78;115;76;64;33;34;36;28;428;100;124;197;10;143;31;129;124;22;
1942.1.1.1;54;22;22;20;1;119;148;128;74;13;196;59;78;115;77;64;33;34;36;28;428;100;124;197;10;143;31;129;124;32;
1942.2.1.1;54;22;22;20;1;119;152;128;74;13;199;59;78;116;80;64;33;34;36;28;428;98;122;197;10;143;31;129;124;32;
1942.3.1.1;54;22;22;20;1;119;156;129;74;15;199;59;78;116;80;64;33;34;36;28;428;99;122;197;10;143;31;129;124;32;
1942.4.1.1;54;22;22;20;1;119;161;129;74;15;200;59;78;119;81;64;33;34;36;28;428;105;124;197;10;143;31;129;124;32;
1942.5.1.1;54;22;22;20;1;119;164;128;74;15;200;60;78;119;82;64;33;34;36;28;428;109;124;197;10;143;31;129;124;32;
1942.6.1.1;54;22;22;20;1;119;170;128;74;15;200;61;78;119;83;64;33;34;36;28;428;109;125;197;10;143;31;129;124;32;
1942.7.1.1;54;22;22;20;1;119;173;128;74;15;200;61;78;119;84;64;33;34;36;28;428;110;125;197;10;143;31;129;124;32;
1942.8.1.1;54;22;22;20;1;119;175;128;74;15;201;61;78;119;87;64;33;34;36;28;428;110;125;197;10;143;31;129;124;32;
1942.9.1.1;54;22;21;20;1;119;177;131;74;15;201;61;78;119;88;64;33;34;36;28;428;110;125;197;10;143;31;129;124;32;
1942.10.1.;90;35;37;33;5;123;181;135;79;15;201;62;78;119;90;29;31;29;15;23;428;110;125;197;10;153;31;129;125;35;
1942.11.1.;90;35;37;33;5;123;185;136;79;15;201;62;78;119;91;29;31;29;15;23;428;111;125;197;10;153;31;129;125;35;
942.11.1.1;90;35;37;33;5;123;185;136;79;15;201;62;78;119;91;29;31;29;15;23;428;111;125;197;10;153;31;129;125;35;
1942.12.1.;90;35;37;33;5;123;187;138;79;15;201;62;80;119;91;29;31;29;15;23;428;111;125;197;10;153;31;129;125;35;82;77;77;72;28;20;16;15;11;3;21;28;36;12;0;22;28;31;9;0;
1943.1.1.1;90;38;37;33;5;123;188;138;79;15;201;63;82;121;91;29;31;29;15;23;428;112;126;197;10;153;31;129;125;35;82;77;78;72;28;20;16;15;11;3;21;28;36;13;0;22;29;31;9;0;
1943.2.1.1;90;38;37;33;5;123;189;139;79;15;202;63;83;121;92;29;31;29;15;23;428;110;127;197;10;153;31;129;125;35;82;79;78;72;28;20;16;15;11;3;21;28;36;13;0;22;31;31;9;0;
1943.3.1.1;90;38;37;33;5;123;190;139;79;15;202;64;85;121;92;29;31;29;15;23;430;111;128;197;10;153;31;129;125;35;82;79;78;72;28;20;17;15;11;3;21;28;36;13;0;22;31;31;9;0;
1943.4.1.1;90;38;37;33;5;123;191;139;79;19;202;65;85;121;95;29;31;29;15;23;430;115;130;197;10;153;31;129;125;35;82;80;78;72;28;20;17;15;11;3;21;29;35;13;0;22;32;32;9;0;
1943.5.1.1;90;38;37;33;5;123;192;139;79;19;202;68;85;121;98;29;32;29;15;23;430;113;129;197;10;153;31;129;125;35;82;85;80;72;28;20;17;15;11;3;21;29;35;13;0;22;33;33;9;0;
1943.6.1.1;90;38;35;33;5;123;192;139;79;19;202;69;85;121;99;29;32;29;15;23;430;113;131;197;10;153;31;129;125;35;82;87;80;72;28;20;17;15;11;3;21;30;35;13;0;22;34;33;9;0;
1943.7.1.1;90;38;34;33;5;123;193;139;79;21;202;69;89;121;99;29;32;29;15;23;430;113;131;197;10;153;31;129;125;35;82;88;81;72;28;20;17;15;11;3;21;30;35;13;0;22;35;33;9;0;
1943.8.1.1;90;38;32;33;5;123;194;139;79;21;202;69;90;122;99;29;32;30;15;23;436;113;136;197;10;153;31;129;125;35;82;90;81;72;28;20;18;15;11;3;21;30;35;13;0;22;36;33;9;0;
1943.9.1.1;90;37;30;33;5;123;198;139;79;21;202;71;94;122;99;29;32;30;15;23;436;110;138;197;10;153;31;129;125;35;82;90;81;72;28;20;18;15;11;3;21;30;35;13;0;22;37;33;9;0;
